plan_id,plan_name,monthly_fee,data_limit_gb
101068,Plan_1068,20,10
101069,Plan_1069,10,5
101070,Plan_1070,20,10
101071,Plan_1071,20,50
101072,Plan_1072,30,100
101073,Plan_1073,50,50
101074,Plan_1074,50,5
101075,Plan_1075,40,50
101076,Plan_1076,40,10
101077,Plan_1077,20,20
101078,Plan_1078,20,50
101079,Plan_1079,20,5
101080,Plan_1080,20,100
101081,Plan_1081,50,50
101082,Plan_1082,20,5
101083,Plan_1083,40,20
101084,Plan_1084,10,100
101085,Plan_1085,10,5
101086,Plan_1086,50,50
101087,Plan_1087,20,5
101088,Plan_1088,30,20
101089,Plan_1089,20,5
101090,Plan_1090,40,100
101091,Plan_1091,20,20
101092,Plan_1092,50,100
101093,Plan_1093,20,20
101094,Plan_1094,50,10
101095,Plan_1095,30,10
101096,Plan_1096,30,5
101097,Plan_1097,10,5
101098,Plan_1098,50,5
101099,Plan_1099,40,50
101100,Plan_1100,40,100
101101,Plan_1101,30,100
101102,Plan_1102,10,50
101103,Plan_1103,30,10
101104,Plan_1104,30,20
101105,Plan_1105,30,20
101106,Plan_1106,30,20
101107,Plan_1107,40,5
101108,Plan_1108,50,10
101109,Plan_1109,50,20
101110,Plan_1110,10,50
101111,Plan_1111,50,100
101112,Plan_1112,20,50
101113,Plan_1113,50,5
101114,Plan_1114,10,20
101115,Plan_1115,20,100
101116,Plan_1116,10,10
101117,Plan_1117,50,50
101118,Plan_1118,50,100
101119,Plan_1119,30,100
101120,Plan_1120,40,100
101121,Plan_1121,50,100
101122,Plan_1122,40,100
101123,Plan_1123,50,100
101124,Plan_1124,20,100
101125,Plan_1125,10,20
101126,Plan_1126,30,50
101127,Plan_1127,50,10
101128,Plan_1128,40,5
101129,Plan_1129,30,50
101130,Plan_1130,20,20
101131,Plan_1131,40,10
101132,Plan_1132,10,5
101133,Plan_1133,50,100
101134,Plan_1134,40,20
101135,Plan_1135,20,20
101136,Plan_1136,20,10
101137,Plan_1137,50,10
101138,Plan_1138,50,50
101139,Plan_1139,20,100
101140,Plan_1140,20,10
101141,Plan_1141,50,5
101142,Plan_1142,20,5
101143,Plan_1143,50,50
101144,Plan_1144,10,50
101145,Plan_1145,20,100
101146,Plan_1146,20,10
101147,Plan_1147,50,100
101148,Plan_1148,10,100
101149,Plan_1149,50,10
101150,Plan_1150,20,10
101151,Plan_1151,10,5
101152,Plan_1152,10,5
101153,Plan_1153,20,10
101154,Plan_1154,20,5
101155,Plan_1155,10,5
101156,Plan_1156,50,50
101157,Plan_1157,40,50
101158,Plan_1158,40,5
101159,Plan_1159,10,5
101160,Plan_1160,50,100
101161,Plan_1161,50,50
101162,Plan_1162,40,5
101163,Plan_1163,10,100
101164,Plan_1164,10,20
101165,Plan_1165,20,20
101166,Plan_1166,40,5
101167,Plan_1167,30,5
101168,Plan_1168,20,100
101169,Plan_1169,30,20
101170,Plan_1170,20,5
101171,Plan_1171,50,100
101172,Plan_1172,10,50
101173,Plan_1173,30,50
101174,Plan_1174,50,10
101175,Plan_1175,20,20
101176,Plan_1176,30,50
101177,Plan_1177,50,20
101178,Plan_1178,10,5
101179,Plan_1179,10,10
101180,Plan_1180,10,50
101181,Plan_1181,40,10
101182,Plan_1182,10,20
101183,Plan_1183,30,20
101184,Plan_1184,50,50
101185,Plan_1185,40,5
101186,Plan_1186,30,5
101187,Plan_1187,10,50
101188,Plan_1188,40,50
101189,Plan_1189,40,20
101190,Plan_1190,10,5
101191,Plan_1191,10,50
101192,Plan_1192,30,20
101193,Plan_1193,10,5
101194,Plan_1194,20,20
101195,Plan_1195,10,50
101196,Plan_1196,50,20
101197,Plan_1197,10,50
101198,Plan_1198,50,100
101199,Plan_1199,30,100
101200,Plan_1200,40,5
101201,Plan_1201,50,100
101202,Plan_1202,10,20
101203,Plan_1203,50,10
101204,Plan_1204,40,50
101205,Plan_1205,50,10
101206,Plan_1206,30,100
101207,Plan_1207,20,50
101208,Plan_1208,50,100
101209,Plan_1209,50,100
101210,Plan_1210,40,10
101211,Plan_1211,40,100
101212,Plan_1212,40,5
101213,Plan_1213,50,10
101214,Plan_1214,50,50
101215,Plan_1215,50,100
101216,Plan_1216,50,100
101217,Plan_1217,10,50
101218,Plan_1218,50,50
101219,Plan_1219,50,5
101220,Plan_1220,30,5
101221,Plan_1221,30,100
101222,Plan_1222,40,10
101223,Plan_1223,30,50
101224,Plan_1224,10,100
101225,Plan_1225,40,50
101226,Plan_1226,10,100
101227,Plan_1227,20,10
101228,Plan_1228,10,5
101229,Plan_1229,20,50
101230,Plan_1230,30,50
101231,Plan_1231,50,100
101232,Plan_1232,50,10
101233,Plan_1233,40,5
101234,Plan_1234,30,5
101235,Plan_1235,50,5
101236,Plan_1236,50,20
101237,Plan_1237,20,5
101238,Plan_1238,40,20
101239,Plan_1239,30,100
101240,Plan_1240,30,5
101241,Plan_1241,40,50
101242,Plan_1242,40,20
101243,Plan_1243,10,10
101244,Plan_1244,40,20
101245,Plan_1245,40,100
101246,Plan_1246,20,5
101247,Plan_1247,10,100
101248,Plan_1248,50,10
101249,Plan_1249,30,5
101250,Plan_1250,50,100
101251,Plan_1251,40,10
101252,Plan_1252,40,20
101253,Plan_1253,20,10
101254,Plan_1254,20,100
101255,Plan_1255,40,20
101256,Plan_1256,50,100
101257,Plan_1257,10,50
101258,Plan_1258,10,20
101259,Plan_1259,30,20
101260,Plan_1260,20,5
101261,Plan_1261,50,20
101262,Plan_1262,30,20
101263,Plan_1263,40,5
101264,Plan_1264,30,50
101265,Plan_1265,50,10
101266,Plan_1266,10,100
101267,Plan_1267,20,10
101268,Plan_1268,30,50
101269,Plan_1269,10,100
101270,Plan_1270,10,5
101271,Plan_1271,10,50
101272,Plan_1272,20,20
101273,Plan_1273,40,20
101274,Plan_1274,10,50
101275,Plan_1275,20,10
101276,Plan_1276,20,20
101277,Plan_1277,40,10
101278,Plan_1278,50,10
101279,Plan_1279,50,100
101280,Plan_1280,30,20
101281,Plan_1281,10,5
101282,Plan_1282,10,50
101283,Plan_1283,50,100
101284,Plan_1284,20,10
101285,Plan_1285,30,50
101286,Plan_1286,20,5
101287,Plan_1287,20,50
101288,Plan_1288,10,50
101289,Plan_1289,50,20
101290,Plan_1290,10,50
101291,Plan_1291,10,5
101292,Plan_1292,30,100
101293,Plan_1293,10,5
101294,Plan_1294,10,100
101295,Plan_1295,30,5
101296,Plan_1296,50,10
101297,Plan_1297,40,5
101298,Plan_1298,10,20
101299,Plan_1299,20,50
101300,Plan_1300,10,5
101301,Plan_1301,30,10
101302,Plan_1302,40,5
101303,Plan_1303,50,10
101304,Plan_1304,20,5
101305,Plan_1305,10,50
101306,Plan_1306,10,50
101307,Plan_1307,50,20
101308,Plan_1308,10,5
101309,Plan_1309,40,20
101310,Plan_1310,10,100
101311,Plan_1311,50,20
101312,Plan_1312,50,20
101313,Plan_1313,30,10
101314,Plan_1314,20,100
101315,Plan_1315,50,50
101316,Plan_1316,40,100
101317,Plan_1317,50,100
101318,Plan_1318,20,50
101319,Plan_1319,30,10
101320,Plan_1320,50,20
101321,Plan_1321,30,50
101322,Plan_1322,10,50
101323,Plan_1323,10,100
101324,Plan_1324,50,10
101325,Plan_1325,40,10
101326,Plan_1326,30,100
101327,Plan_1327,10,10
101328,Plan_1328,10,5
101329,Plan_1329,30,20
101330,Plan_1330,10,10
101331,Plan_1331,30,100
101332,Plan_1332,50,50
101333,Plan_1333,20,10
101334,Plan_1334,10,50
101335,Plan_1335,30,10
101336,Plan_1336,30,50
101337,Plan_1337,30,100
101338,Plan_1338,20,20
101339,Plan_1339,20,50
101340,Plan_1340,50,5
101341,Plan_1341,40,20
101342,Plan_1342,50,50
101343,Plan_1343,10,50
101344,Plan_1344,40,10
101345,Plan_1345,50,100
101346,Plan_1346,20,20
101347,Plan_1347,30,100
101348,Plan_1348,50,10
101349,Plan_1349,50,20
101350,Plan_1350,20,20
101351,Plan_1351,20,50
101352,Plan_1352,30,50
101353,Plan_1353,20,100
101354,Plan_1354,10,20
101355,Plan_1355,30,5
101356,Plan_1356,40,50
101357,Plan_1357,30,5
101358,Plan_1358,40,20
101359,Plan_1359,40,100
101360,Plan_1360,30,20
101361,Plan_1361,10,20
101362,Plan_1362,40,10
101363,Plan_1363,20,100
101364,Plan_1364,20,5
101365,Plan_1365,50,5
101366,Plan_1366,50,20
101367,Plan_1367,30,5
101368,Plan_1368,10,50
101369,Plan_1369,30,5
101370,Plan_1370,50,5
101371,Plan_1371,20,5
101372,Plan_1372,10,5
101373,Plan_1373,40,100
101374,Plan_1374,40,5
101375,Plan_1375,50,5
101376,Plan_1376,20,20
101377,Plan_1377,30,50
101378,Plan_1378,40,5
101379,Plan_1379,20,10
101380,Plan_1380,10,50
101381,Plan_1381,50,20
101382,Plan_1382,20,20
101383,Plan_1383,30,5
101384,Plan_1384,20,5
101385,Plan_1385,10,10
101386,Plan_1386,20,50
101387,Plan_1387,30,100
101388,Plan_1388,30,5
101389,Plan_1389,10,10
101390,Plan_1390,40,5
101391,Plan_1391,10,20
101392,Plan_1392,10,20
101393,Plan_1393,20,10
101394,Plan_1394,30,100
101395,Plan_1395,30,50
101396,Plan_1396,50,20
101397,Plan_1397,10,50
101398,Plan_1398,30,5
101399,Plan_1399,40,5
101400,Plan_1400,40,10
101401,Plan_1401,20,50
101402,Plan_1402,50,100
101403,Plan_1403,10,20
101404,Plan_1404,50,20
101405,Plan_1405,10,10
101406,Plan_1406,10,5
101407,Plan_1407,10,50
101408,Plan_1408,30,100
101409,Plan_1409,20,20
101410,Plan_1410,10,10
101411,Plan_1411,50,5
101412,Plan_1412,10,20
101413,Plan_1413,30,10
101414,Plan_1414,10,10
101415,Plan_1415,40,5
101416,Plan_1416,50,100
101417,Plan_1417,30,5
101418,Plan_1418,10,100
101419,Plan_1419,30,100
101420,Plan_1420,10,10
101421,Plan_1421,30,100
101422,Plan_1422,50,10
101423,Plan_1423,50,20
101424,Plan_1424,30,10
101425,Plan_1425,30,100
101426,Plan_1426,30,10
101427,Plan_1427,10,20
101428,Plan_1428,40,5
101429,Plan_1429,10,5
101430,Plan_1430,40,50
101431,Plan_1431,50,100
101432,Plan_1432,10,5
101433,Plan_1433,40,100
101434,Plan_1434,40,100
101435,Plan_1435,10,5
101436,Plan_1436,50,50
101437,Plan_1437,40,50
101438,Plan_1438,30,5
101439,Plan_1439,20,50
101440,Plan_1440,50,20
101441,Plan_1441,20,10
101442,Plan_1442,20,100
101443,Plan_1443,30,20
101444,Plan_1444,50,20
101445,Plan_1445,20,5
101446,Plan_1446,10,50
101447,Plan_1447,40,50
101448,Plan_1448,40,10
101449,Plan_1449,30,20
101450,Plan_1450,10,10
101451,Plan_1451,20,20
101452,Plan_1452,10,5
101453,Plan_1453,40,10
101454,Plan_1454,40,20
101455,Plan_1455,30,10
101456,Plan_1456,40,10
101457,Plan_1457,30,5
101458,Plan_1458,40,100
101459,Plan_1459,30,10
101460,Plan_1460,50,5
101461,Plan_1461,20,100
101462,Plan_1462,20,10
101463,Plan_1463,20,20
101464,Plan_1464,30,5
101465,Plan_1465,10,5
101466,Plan_1466,10,100
101467,Plan_1467,10,50
101468,Plan_1468,10,20
101469,Plan_1469,20,5
101470,Plan_1470,50,100
101471,Plan_1471,40,100
101472,Plan_1472,30,10
101473,Plan_1473,10,10
101474,Plan_1474,10,5
101475,Plan_1475,40,50
101476,Plan_1476,40,10
101477,Plan_1477,20,100
101478,Plan_1478,10,20
101479,Plan_1479,30,50
101480,Plan_1480,30,100
101481,Plan_1481,50,100
101482,Plan_1482,40,20
101483,Plan_1483,50,10
101484,Plan_1484,10,10
101485,Plan_1485,50,100
101486,Plan_1486,40,20
101487,Plan_1487,20,50
101488,Plan_1488,10,10
101489,Plan_1489,20,50
101490,Plan_1490,20,5
101491,Plan_1491,20,50
101492,Plan_1492,30,20
101493,Plan_1493,50,10
101494,Plan_1494,10,20
101495,Plan_1495,40,50
101496,Plan_1496,10,100
101497,Plan_1497,20,5
101498,Plan_1498,40,5
101499,Plan_1499,10,20
101500,Plan_1500,20,10
101501,Plan_1501,50,5
101502,Plan_1502,20,10
101503,Plan_1503,40,10
101504,Plan_1504,10,100
101505,Plan_1505,20,5
101506,Plan_1506,30,100
101507,Plan_1507,10,100
101508,Plan_1508,50,50
101509,Plan_1509,10,20
101510,Plan_1510,50,5
101511,Plan_1511,40,5
101512,Plan_1512,10,100
101513,Plan_1513,40,10
101514,Plan_1514,50,20
101515,Plan_1515,30,100
101516,Plan_1516,50,5
101517,Plan_1517,50,20
101518,Plan_1518,50,50
101519,Plan_1519,40,10
101520,Plan_1520,10,50
101521,Plan_1521,50,100
101522,Plan_1522,10,5
101523,Plan_1523,30,10
101524,Plan_1524,40,100
101525,Plan_1525,50,10
101526,Plan_1526,10,100
101527,Plan_1527,40,100
101528,Plan_1528,20,100
101529,Plan_1529,50,50
101530,Plan_1530,20,100
101531,Plan_1531,30,20
101532,Plan_1532,30,5
101533,Plan_1533,10,100
101534,Plan_1534,20,10
101535,Plan_1535,40,10
101536,Plan_1536,10,5
101537,Plan_1537,20,100
101538,Plan_1538,20,100
101539,Plan_1539,30,100
101540,Plan_1540,20,10
101541,Plan_1541,20,10
101542,Plan_1542,10,20
101543,Plan_1543,10,20
101544,Plan_1544,30,50
101545,Plan_1545,30,10
101546,Plan_1546,20,100
101547,Plan_1547,10,5
101548,Plan_1548,40,20
101549,Plan_1549,50,100
101550,Plan_1550,20,5
101551,Plan_1551,20,5
101552,Plan_1552,20,5
101553,Plan_1553,20,5
101554,Plan_1554,30,10
101555,Plan_1555,20,10
101556,Plan_1556,20,50
101557,Plan_1557,40,20
101558,Plan_1558,20,5
101559,Plan_1559,20,20
101560,Plan_1560,20,5
101561,Plan_1561,20,100
101562,Plan_1562,10,50
101563,Plan_1563,30,5
101564,Plan_1564,40,20
101565,Plan_1565,40,10
101566,Plan_1566,10,5
101567,Plan_1567,30,100
101568,Plan_1568,20,50
101569,Plan_1569,40,50
101570,Plan_1570,30,50
101571,Plan_1571,50,5
101572,Plan_1572,50,100
101573,Plan_1573,20,10
101574,Plan_1574,10,5
101575,Plan_1575,20,100
101576,Plan_1576,10,50
101577,Plan_1577,10,50
101578,Plan_1578,30,50
101579,Plan_1579,50,5
101580,Plan_1580,20,100
101581,Plan_1581,50,10
101582,Plan_1582,10,5
101583,Plan_1583,30,10
101584,Plan_1584,50,20
101585,Plan_1585,10,100
101586,Plan_1586,40,50
101587,Plan_1587,20,10
101588,Plan_1588,50,5
101589,Plan_1589,20,5
101590,Plan_1590,40,50
101591,Plan_1591,10,100
101592,Plan_1592,10,20
101593,Plan_1593,40,100
101594,Plan_1594,30,50
101595,Plan_1595,40,50
101596,Plan_1596,10,50
101597,Plan_1597,20,50
101598,Plan_1598,20,5
101599,Plan_1599,50,100
101600,Plan_1600,40,20
101601,Plan_1601,30,5
101602,Plan_1602,30,100
101603,Plan_1603,30,20
101604,Plan_1604,30,5
101605,Plan_1605,40,50
101606,Plan_1606,40,10
101607,Plan_1607,30,100
101608,Plan_1608,20,10
101609,Plan_1609,50,50
101610,Plan_1610,30,5
101611,Plan_1611,30,100
101612,Plan_1612,40,10
101613,Plan_1613,40,10
101614,Plan_1614,20,10
101615,Plan_1615,40,10
101616,Plan_1616,40,5
101617,Plan_1617,10,20
101618,Plan_1618,20,20
101619,Plan_1619,20,50
101620,Plan_1620,20,20
101621,Plan_1621,50,20
101622,Plan_1622,30,10
101623,Plan_1623,10,100
101624,Plan_1624,50,5
101625,Plan_1625,50,50
101626,Plan_1626,50,100
101627,Plan_1627,10,100
101628,Plan_1628,40,10
101629,Plan_1629,20,20
101630,Plan_1630,10,100
101631,Plan_1631,50,50
101632,Plan_1632,30,10
101633,Plan_1633,20,100
101634,Plan_1634,30,10
101635,Plan_1635,20,20
101636,Plan_1636,40,10
101637,Plan_1637,30,5
101638,Plan_1638,30,100
101639,Plan_1639,20,10
101640,Plan_1640,20,20
101641,Plan_1641,20,5
101642,Plan_1642,20,5
101643,Plan_1643,10,20
101644,Plan_1644,50,50
101645,Plan_1645,40,5
101646,Plan_1646,30,20
101647,Plan_1647,30,50
101648,Plan_1648,40,100
101649,Plan_1649,30,50
101650,Plan_1650,30,50
101651,Plan_1651,40,100
101652,Plan_1652,30,20
101653,Plan_1653,20,20
101654,Plan_1654,20,50
101655,Plan_1655,30,100
101656,Plan_1656,40,20
101657,Plan_1657,40,50
101658,Plan_1658,50,100
101659,Plan_1659,40,5
101660,Plan_1660,40,10
101661,Plan_1661,30,10
101662,Plan_1662,10,10
101663,Plan_1663,30,20
101664,Plan_1664,30,5
101665,Plan_1665,50,5
101666,Plan_1666,50,20
101667,Plan_1667,50,20
101668,Plan_1668,50,5
101669,Plan_1669,30,10
101670,Plan_1670,40,100
101671,Plan_1671,20,20
101672,Plan_1672,30,100
101673,Plan_1673,40,50
101674,Plan_1674,30,50
101675,Plan_1675,20,5
101676,Plan_1676,20,5
101677,Plan_1677,40,20
101678,Plan_1678,20,10
101679,Plan_1679,30,100
101680,Plan_1680,10,20
101681,Plan_1681,20,50
101682,Plan_1682,10,20
101683,Plan_1683,10,20
101684,Plan_1684,50,100
101685,Plan_1685,20,10
101686,Plan_1686,20,50
101687,Plan_1687,10,20
101688,Plan_1688,30,20
101689,Plan_1689,20,5
101690,Plan_1690,40,100
101691,Plan_1691,40,10
101692,Plan_1692,40,10
101693,Plan_1693,10,5
101694,Plan_1694,10,100
101695,Plan_1695,10,50
101696,Plan_1696,50,20
101697,Plan_1697,20,10
101698,Plan_1698,10,5
101699,Plan_1699,30,100
101700,Plan_1700,40,5
101701,Plan_1701,50,20
101702,Plan_1702,30,10
101703,Plan_1703,20,20
101704,Plan_1704,30,10
101705,Plan_1705,40,100
101706,Plan_1706,40,20
101707,Plan_1707,30,50
101708,Plan_1708,10,5
101709,Plan_1709,40,10
101710,Plan_1710,20,5
101711,Plan_1711,50,50
101712,Plan_1712,30,10
101713,Plan_1713,20,50
101714,Plan_1714,40,50
101715,Plan_1715,20,100
101716,Plan_1716,40,50
101717,Plan_1717,30,50
101718,Plan_1718,20,10
101719,Plan_1719,40,5
101720,Plan_1720,10,20
101721,Plan_1721,10,5
101722,Plan_1722,30,10
101723,Plan_1723,40,100
101724,Plan_1724,10,5
101725,Plan_1725,30,20
101726,Plan_1726,50,5
101727,Plan_1727,10,5
101728,Plan_1728,20,50
101729,Plan_1729,20,10
101730,Plan_1730,10,20
101731,Plan_1731,20,20
101732,Plan_1732,40,10
101733,Plan_1733,10,50
101734,Plan_1734,10,100
101735,Plan_1735,30,10
101736,Plan_1736,50,5
101737,Plan_1737,20,50
101738,Plan_1738,50,5
101739,Plan_1739,40,10
101740,Plan_1740,10,10
101741,Plan_1741,10,10
101742,Plan_1742,40,100
101743,Plan_1743,30,20
101744,Plan_1744,20,100
101745,Plan_1745,40,10
101746,Plan_1746,10,100
101747,Plan_1747,20,100
101748,Plan_1748,40,10
101749,Plan_1749,30,10
101750,Plan_1750,30,100
101751,Plan_1751,30,10
101752,Plan_1752,20,10
101753,Plan_1753,20,10
101754,Plan_1754,40,10
101755,Plan_1755,50,10
101756,Plan_1756,50,100
101757,Plan_1757,50,10
101758,Plan_1758,10,20
101759,Plan_1759,30,50
101760,Plan_1760,20,20
101761,Plan_1761,20,10
101762,Plan_1762,20,50
101763,Plan_1763,40,5
101764,Plan_1764,50,20
101765,Plan_1765,10,50
101766,Plan_1766,40,5
101767,Plan_1767,10,100
101768,Plan_1768,40,5
101769,Plan_1769,50,10
101770,Plan_1770,40,100
101771,Plan_1771,40,5
101772,Plan_1772,50,10
101773,Plan_1773,20,50
101774,Plan_1774,10,5
101775,Plan_1775,10,50
101776,Plan_1776,10,10
101777,Plan_1777,40,5
101778,Plan_1778,30,100
101779,Plan_1779,20,100
101780,Plan_1780,50,10
101781,Plan_1781,10,50
101782,Plan_1782,40,20
101783,Plan_1783,50,20
101784,Plan_1784,40,50
101785,Plan_1785,20,20
101786,Plan_1786,40,20
101787,Plan_1787,20,10
101788,Plan_1788,20,10
101789,Plan_1789,20,10
101790,Plan_1790,20,100
101791,Plan_1791,10,5
101792,Plan_1792,50,20
101793,Plan_1793,30,10
101794,Plan_1794,30,100
101795,Plan_1795,50,10
101796,Plan_1796,20,10
101797,Plan_1797,30,50
101798,Plan_1798,10,50
101799,Plan_1799,20,100
101800,Plan_1800,30,10
101801,Plan_1801,30,5
101802,Plan_1802,40,10
101803,Plan_1803,40,10
101804,Plan_1804,10,5
101805,Plan_1805,50,5
101806,Plan_1806,30,50
101807,Plan_1807,40,20
101808,Plan_1808,10,10
101809,Plan_1809,10,50
101810,Plan_1810,30,10
101811,Plan_1811,50,20
101812,Plan_1812,10,100
101813,Plan_1813,30,10
101814,Plan_1814,10,5
101815,Plan_1815,20,50
101816,Plan_1816,20,50
101817,Plan_1817,10,100
101818,Plan_1818,30,50
101819,Plan_1819,20,100
101820,Plan_1820,40,20
101821,Plan_1821,40,5
101822,Plan_1822,30,20
101823,Plan_1823,40,5
101824,Plan_1824,30,20
101825,Plan_1825,30,100
101826,Plan_1826,10,10
101827,Plan_1827,10,20
101828,Plan_1828,10,50
101829,Plan_1829,30,5
101830,Plan_1830,10,100
101831,Plan_1831,30,20
101832,Plan_1832,40,20
101833,Plan_1833,10,100
101834,Plan_1834,10,100
101835,Plan_1835,40,100
101836,Plan_1836,20,100
101837,Plan_1837,30,50
101838,Plan_1838,50,50
101839,Plan_1839,30,10
101840,Plan_1840,10,50
101841,Plan_1841,10,10
101842,Plan_1842,10,20
101843,Plan_1843,20,50
101844,Plan_1844,20,5
101845,Plan_1845,10,100
101846,Plan_1846,40,5
101847,Plan_1847,20,5
101848,Plan_1848,20,20
101849,Plan_1849,10,10
101850,Plan_1850,50,10
101851,Plan_1851,40,100
101852,Plan_1852,40,50
101853,Plan_1853,50,100
101854,Plan_1854,40,50
101855,Plan_1855,10,100
101856,Plan_1856,50,50
101857,Plan_1857,20,5
101858,Plan_1858,20,50
101859,Plan_1859,40,50
101860,Plan_1860,20,5
101861,Plan_1861,50,10
101862,Plan_1862,20,50
101863,Plan_1863,40,5
101864,Plan_1864,40,20
101865,Plan_1865,50,100
101866,Plan_1866,50,100
101867,Plan_1867,40,100
101868,Plan_1868,40,20
101869,Plan_1869,20,10
101870,Plan_1870,50,20
101871,Plan_1871,20,5
101872,Plan_1872,50,5
101873,Plan_1873,40,20
101874,Plan_1874,30,10
101875,Plan_1875,10,100
101876,Plan_1876,50,20
101877,Plan_1877,20,10
101878,Plan_1878,10,10
101879,Plan_1879,10,10
101880,Plan_1880,10,100
101881,Plan_1881,10,20
101882,Plan_1882,10,20
101883,Plan_1883,40,50
101884,Plan_1884,30,20
101885,Plan_1885,50,50
101886,Plan_1886,30,50
101887,Plan_1887,10,5
101888,Plan_1888,10,10
101889,Plan_1889,40,100
101890,Plan_1890,40,50
101891,Plan_1891,30,20
101892,Plan_1892,50,50
101893,Plan_1893,40,50
101894,Plan_1894,30,100
101895,Plan_1895,40,100
101896,Plan_1896,40,20
101897,Plan_1897,10,50
101898,Plan_1898,20,50
101899,Plan_1899,30,50
101900,Plan_1900,10,20
101901,Plan_1901,30,5
101902,Plan_1902,10,50
101903,Plan_1903,20,20
101904,Plan_1904,30,10
101905,Plan_1905,40,10
101906,Plan_1906,10,100
101907,Plan_1907,40,20
101908,Plan_1908,50,50
101909,Plan_1909,50,10
101910,Plan_1910,40,50
101911,Plan_1911,10,5
101912,Plan_1912,50,20
101913,Plan_1913,20,100
101914,Plan_1914,40,10
101915,Plan_1915,30,10
101916,Plan_1916,10,20
101917,Plan_1917,50,50
101918,Plan_1918,10,10
101919,Plan_1919,30,20
